timestamp,post_title,post_url,matched_products_num,matched_products
2016-04-28T17:54:43.380Z,How Coinbase Builds Secure Infrastructure To Store Bitcoin In The Cloud,https://blog.coinbase.com/how-coinbase-builds-secure-infrastructure-to-store-bitcoin-in-the-cloud-30a6504e40ba,2,"[('FLOW', 'Flow'), ('BTC', 'Bitcoin')]"
2018-06-29T21:31:39.268Z,Coinbase Open Source Fund: May and June Update,https://blog.coinbase.com/coinbase-open-source-fund-may-june-update-9f6fef200b04,1,"[('OM', 'MANTRA DAO')]"
2021-05-13T16:42:31.058Z,Around the Block #14: DeFi insurance,https://blog.coinbase.com/around-the-block-14-defi-insurance-ebf8e278da13,3,"[('AUTO', 'Auto'), ('ZRX', '0x'), ('NXS', 'Nexus')]"
2021-05-03T19:50:41.739Z,Around the Block #13: On the value and risks of governance tokens,https://blog.coinbase.com/around-the-block-13-on-the-value-and-risks-of-governance-tokens-f933a471c267,3,"[('BTC', 'Bitcoin'), ('COMP', 'Compound'), ('ETH', 'Ethereum')]"
2021-05-03T19:48:44.765Z,Around the Block #12: NFT mania,https://blog.coinbase.com/around-the-block-12-nft-mania-cba576f93bf0,9,"[('USDC', 'USD Coin'), ('LPT', 'Livepeer'), ('FLOW', 'Flow'), ('BTC', 'Bitcoin'), ('UNI', 'Uniswap'), ('COMP', 'Compound'), ('FIL', 'Filecoin'), ('NAV', 'Navcoin'), ('ETH', 'Ethereum')]"
2021-02-02T20:12:42.859Z,Around the Block #11: A snapshot of DeFi and two sides of the crypto regulatory spectrum,https://blog.coinbase.com/around-the-block-11-a-snapshot-of-defi-and-two-sides-of-the-crypto-regulatory-spectrum-aecf0b828ded,10,"[('XRP', 'Ripple'), ('AR', 'Arweave'), ('AAVE', 'Aave'), ('BAR', 'FC Barcelona Fan Token BAR'), ('SUSHI', 'Sushi'), ('BTC', 'Bitcoin'), ('UNI', 'Uniswap'), ('COMP', 'Compound'), ('UMA', 'UMA'), ('ETH', 'Ethereum')]"
2020-12-11T18:51:11.436Z,Around the Block #10: “ETH killers” and new chains,https://blog.coinbase.com/around-the-block-10-eth-killers-and-new-chains-a712c04c344f,13,"[('USDC', 'USD Coin'), ('MKR', 'Maker'), ('ANT', 'Aragon'), ('ETC', 'Ethereum Classic'), ('DOT', 'Polkadot'), ('DAI', 'Dai'), ('USDT', 'TetherUS'), ('BTC', 'Bitcoin'), ('UNI', 'Uniswap'), ('BAL', 'Balancer'), ('FIL', 'Filecoin'), ('ETH', 'Ethereum'), ('ATOM', 'Cosmos')]"
2020-10-06T16:09:42.971Z,Around the Block #9: Dawn of the DeFi Protocol Wars,https://blog.coinbase.com/around-the-block-9-dawn-of-the-defi-protocol-wars-5118c23a0d49,19,"[('SOL', 'Solana'), ('USDC', 'USD Coin'), ('LRC', 'Loopring'), ('ETC', 'Ethereum Classic'), ('SWRV', 'Swerve'), ('SUSHI', 'Sushi'), ('BTC', 'Bitcoin'), ('UNI', 'Uniswap'), ('COMP', 'Compound'), ('BAL', 'Balancer'), ('FIL', 'Filecoin'), ('ALGO', 'Algorand'), ('UMA', 'UMA'), ('BCH', 'Bitcoin Cash'), ('YFI', 'yearn.finance'), ('ETH', 'Ethereum'), ('REN', 'Ren'), ('ATOM', 'Cosmos'), ('CRV', 'Curve')]"
2020-09-04T21:26:17.408Z,Around the Block #8: The promise and potential of synthetic assets,https://blog.coinbase.com/around-the-block-8-the-promise-and-potential-of-synthetic-assets-9fbb15c2b24e,22,"[('SOL', 'Solana'), ('OM', 'MANTRA DAO'), ('MKR', 'Maker'), ('ETC', 'Ethereum Classic'), ('SNX', 'Synthetix Network Token'), ('SUSD', 'sUSD'), ('AAVE', 'Aave'), ('EUR', 'Euro'), ('CELO', 'Celo'), ('SUSHI', 'Sushi'), ('BTC', 'Bitcoin'), ('BAND', 'BAND'), ('SRM', 'Serum'), ('UNI', 'Uniswap'), ('COMP', 'Compound'), ('HEGIC', 'Hegic'), ('CREAM', 'Cream Finance'), ('BAL', 'Balancer'), ('UMA', 'UMA'), ('NMR', 'Numeraire'), ('ETH', 'Ethereum'), ('CRV', 'Curve')]"
2020-07-24T19:20:05.611Z,Around the Block #7: Understanding yield farming and the latest developments in DeFi,https://blog.coinbase.com/around-the-block-7-understanding-yield-farming-and-the-latest-developments-in-defi-ef9f1ac910fb,21,"[('USDC', 'USD Coin'), ('OM', 'MANTRA DAO'), ('MKR', 'Maker'), ('SUSD', 'sUSD'), ('AAVE', 'Aave'), ('DAI', 'Dai'), ('LINK', 'ChainLink'), ('EUR', 'Euro'), ('BTG', 'Bitcoin Gold'), ('BTC', 'Bitcoin'), ('UNI', 'Uniswap'), ('COMP', 'Compound'), ('BAL', 'Balancer'), ('ALGO', 'Algorand'), ('UMA', 'UMA'), ('YFI', 'yearn.finance'), ('ETH', 'Ethereum'), ('SXP', 'Swipe'), ('REN', 'Ren'), ('ATOM', 'Cosmos'), ('CRV', 'Curve')]"
2020-05-13T22:58:16.516Z,"Around the Block #6: Bitcoin’s dominance alongside Coinbase customer behavior, the coming DEX…",https://blog.coinbase.com/around-the-block-6-bitcoins-dominance-alongside-coinbase-customer-behavior-the-coming-dex-c9d952ec6170,19,"[('AUTO', 'Auto'), ('MKR', 'Maker'), ('ZRX', '0x'), ('AR', 'Arweave'), ('BAT', 'Basic Attention Token'), ('DAI', 'Dai'), ('DF', 'dForce'), ('USDT', 'TetherUS'), ('BTC', 'Bitcoin'), ('NEAR', 'NEAR Protocol'), ('UNI', 'Uniswap'), ('COMP', 'Compound'), ('HEGIC', 'Hegic'), ('GO', 'GoChain'), ('UMA', 'UMA'), ('SCRT', 'Secret'), ('ETH', 'Ethereum'), ('XTZ', 'Tezos'), ('REN', 'Ren')]"
2020-04-10T19:28:09.872Z,"Around the Block #5: downstream impacts of the recent market crash on lending, stablecoins, and…",https://blog.coinbase.com/around-the-block-5-downstream-impacts-of-the-recent-market-crash-on-lending-stablecoins-and-48d39a3e3921,12,"[('USDC', 'USD Coin'), ('XRP', 'Ripple'), ('MKR', 'Maker'), ('DAI', 'Dai'), ('SC', 'Siacoin'), ('USDT', 'TetherUS'), ('BTC', 'Bitcoin'), ('UNI', 'Uniswap'), ('COMP', 'Compound'), ('TRX', 'TRON'), ('BAL', 'Balancer'), ('ETH', 'Ethereum')]"
2021-05-26T21:52:35.261Z,Announcing Coinbase Fact Check: Decentralizing truth in the age of misinformation,https://blog.coinbase.com/announcing-coinbase-fact-check-decentralizing-truth-in-the-age-of-misinformation-757d2392d61a,0,[]
2021-05-24T20:18:20.884Z,FACT CHECK: Is Bitcoin mining environmentally unfriendly?,https://blog.coinbase.com/fact-check-is-bitcoin-mining-environmentally-unfriendly-3559823af6f1,6,"[('ATM', 'Atlético de Madrid Fan Token'), ('ADA', 'Cardano'), ('BTC', 'Bitcoin'), ('ETH', 'Ethereum'), ('HIVE', 'Hive'), ('REN', 'Ren')]"
2021-05-06T16:02:34.708Z,FACT CHECK: Crypto is increasingly being used for criminal activity and is a haven for illicit…,https://blog.coinbase.com/fact-check-crypto-is-increasingly-being-used-for-criminal-activity-and-is-a-haven-for-illicit-856a71dfb399,3,"[('EUR', 'Euro'), ('BTC', 'Bitcoin'), ('SCRT', 'Secret')]"
2021-04-28T00:14:46.451Z,FACT CHECK: Coinbase executive share sales,https://blog.coinbase.com/fact-check-coinbase-executive-share-sales-b0c252030267,0,[]
2020-11-26T03:01:39.238Z,Upcoming story about Coinbase,https://blog.coinbase.com/upcoming-story-about-coinbase-2012afc25d27,0,[]
